template_path,template_name,template_role,owner_app,content_hash,url_name,url_path_pattern,view_callable,http_methods,resolved_template_origin,extends,includes,consumers,related_static_assets,email_or_task_usage,primary_task,audience,auth_required,permission_rule,write_effects,current_api_endpoints,inline_script,upload_download,streaming_or_polling,api_gap,destination_class,destination_reason,target_screen_key,target_action_keys,target_panel_keys,wave,legacy_url_policy,redirect_target,rollback_commit,graph_hash,compatibility_note,unit_tests,api_contract_tests,playwright_uat,task_parity_status,observability_evidence,status,owner,reviewer,last_reviewed_at,exception_expiry,notes
apps/alpha_trigger/templates/alpha_trigger/create.html,alpha_trigger/create.html,route_page,alpha_trigger,1ba306d6bec429237a2e499a490244a386c5812961ada68299612ee11c54e20d,alpha_trigger:create,/alpha-triggers/create/,apps.alpha_trigger.interface.views.alpha_trigger_create_view,GET,apps/alpha_trigger/templates/alpha_trigger/create.html,base.html,components/json_assistant.html;components/json_assistant_assets.html,,css/alpha-trigger-create.css;css/alpha-triggers.css,,创建带触发条件、证伪条件与有效期的 Alpha 触发器,authenticated,true,login_required,create_trigger,,true,true,false,closed_owner_api_slice,A,创建与证伪 JSON 契约已由 owner app API 承载。,research.signals,alpha-trigger.create;alpha-trigger.check-invalidation;alpha-trigger.evaluate,,M2-alpha-trigger-lifecycle-w18,retain,/tui/?screen=research.signals&action=alpha-trigger.create,f05399dde14d93671e61e2c7ecf7b759acd4bfd5,e734b1c6ad07ac15148d8ff1bb018f3ef6de58d84fec42e45c488705e12973f9,schema=tui-metadata.v3;runtime=agomtui-runtime-0.2.0+9fdceb2691de;ia=2026-07-21,tests/unit/test_tui_workbench.py::test_tui_alpha_trigger_mutations_publish_confirmed_lifecycle_contracts,tests/api/test_alpha_trigger_api_edges.py,frontend/tui-workbench/tests/workbench-browser.test.mjs (object/list form/confirmation),complete,Create action requires explicit invalidation list and confirmation,migrated,alpha_trigger,Codex M2 wave review,2026-07-26,,Classic page retained; AI suggestion remains optional compatibility UI while TUI publishes deterministic JSON inputs.
apps/alpha_trigger/templates/alpha_trigger/detail.html,alpha_trigger/detail.html,route_page,alpha_trigger,2018794e09a9db41873f22d6f69fbf3655b9d0f76da877cb7ce8bece74debfa1,alpha_trigger:detail,/alpha-triggers/detail/<str:trigger_id>/,apps.alpha_trigger.interface.views.alpha_trigger_detail_view,GET,apps/alpha_trigger/templates/alpha_trigger/detail.html,base.html,,,,,复核 Alpha 触发条件、证伪条件与生命周期,authenticated,true,login_required,none_detected,,true,false,false,closed_existing_owner_api,A,适合通过既有 JSON API 迁入 TUI。,research.signals,alpha-trigger.trigger-detail,,M2-alpha-trigger-read-w17,retain,/tui/?screen=research.signals&action=alpha-trigger.trigger-detail,f05399dde14d93671e61e2c7ecf7b759acd4bfd5,e734b1c6ad07ac15148d8ff1bb018f3ef6de58d84fec42e45c488705e12973f9,schema=tui-metadata.v3;runtime=agomtui-runtime-0.2.0+9fdceb2691de;ia=2026-07-21,tests/unit/test_tui_workbench.py::test_tui_alpha_trigger_reads_publish_actionable_and_invalidation_first_contracts,tests/api/test_alpha_trigger_api_edges.py,frontend/tui-workbench/tests/workbench-browser.test.mjs (detail/deep-link),complete,Trigger detail exposes invalidation conditions and lifecycle state,migrated,alpha_trigger,Codex M2 wave review,2026-07-26,,Classic page retained with exact TUI action and path parameter.
apps/alpha_trigger/templates/alpha_trigger/edit.html,alpha_trigger/edit.html,route_page,alpha_trigger,48fbddb5beda79561b483aa5bc0bd970844d3b194ed19dc2335fb54d43217371,alpha_trigger:edit,/alpha-triggers/edit/<str:trigger_id>/,apps.alpha_trigger.interface.views.alpha_trigger_edit_view,GET,apps/alpha_trigger/templates/alpha_trigger/edit.html,base.html,components/json_assistant.html;components/json_assistant_assets.html,,,,编辑 Alpha 触发器并管理暂停、恢复与取消状态,authenticated,true,login_required,update_trigger,,true,true,false,closed_owner_api_slice,A,补齐 owner app Application 用例和软取消生命周期 API 后迁入 TUI。,research.signals,alpha-trigger.update;alpha-trigger.pause;alpha-trigger.resume;alpha-trigger.cancel,,M2-alpha-trigger-lifecycle-w18,retain,/tui/?screen=research.signals&action=alpha-trigger.update,f05399dde14d93671e61e2c7ecf7b759acd4bfd5,e734b1c6ad07ac15148d8ff1bb018f3ef6de58d84fec42e45c488705e12973f9,schema=tui-metadata.v3;runtime=agomtui-runtime-0.2.0+9fdceb2691de;ia=2026-07-21,tests/unit/test_tui_workbench.py::test_tui_alpha_trigger_mutations_publish_confirmed_lifecycle_contracts,tests/api/test_alpha_trigger_api_edges.py,frontend/tui-workbench/tests/workbench-browser.test.mjs (path form/confirmation/refresh),complete,Domain transition rules reject terminal-state recovery and repository persists full editable state,migrated,alpha_trigger,Codex M2 wave review,2026-07-26,,Classic page retained with exact trigger ID deep link; delete is audit-preserving cancellation.
apps/alpha_trigger/templates/alpha_trigger/invalidation_builder.html,alpha_trigger/invalidation_builder.html,route_page,alpha_trigger,c5618a97751ca06a9b934a0c6b91bd32a521dc722f2ff84683043a3091a9266b,alpha_trigger:invalidation_builder,/alpha-triggers/invalidation-builder/,apps.alpha_trigger.interface.views.alpha_trigger_invalidation_builder_view,GET,apps/alpha_trigger/templates/alpha_trigger/invalidation_builder.html,base.html,,,,,构建并验证可证伪的 Alpha 规则,authenticated,true,login_required,none_detected,,true,false,false,closed_owner_api_slice,A,证伪规则作为 typed JSON list 合并到创建、编辑与检查任务。,research.signals,alpha-trigger.create;alpha-trigger.update;alpha-trigger.check-invalidation,,M2-alpha-trigger-lifecycle-w18,retain,/tui/?screen=research.signals&action=alpha-trigger.create,f05399dde14d93671e61e2c7ecf7b759acd4bfd5,e734b1c6ad07ac15148d8ff1bb018f3ef6de58d84fec42e45c488705e12973f9,schema=tui-metadata.v3;runtime=agomtui-runtime-0.2.0+9fdceb2691de;ia=2026-07-21,tests/unit/test_tui_workbench.py::test_tui_alpha_trigger_mutations_publish_confirmed_lifecycle_contracts,tests/api/test_alpha_trigger_api_edges.py,frontend/tui-workbench/tests/workbench-browser.test.mjs (JSON list/check action),complete,Invalidation construction no longer depends on a separate route task,migrated,alpha_trigger,Codex M2 wave review,2026-07-26,,Classic builder retained; hard-coded indicator examples are not promoted as runtime truth.
apps/alpha_trigger/templates/alpha_trigger/list.html,alpha_trigger/list.html,route_page,alpha_trigger,115b691d95d2c6c10d3cd345988bf0ba23ff036aab60cc4cc82f9e6366f5bbbd,alpha_trigger:list,/alpha-triggers/,apps.alpha_trigger.interface.views.alpha_trigger_list_view,GET,apps/alpha_trigger/templates/alpha_trigger/list.html,base.html,components/investment_disclaimer.html,,css/alpha-triggers.css,,筛出可操作候选并核对活跃触发器与观察列表,authenticated,true,login_required,none_detected,,false,false,false,closed_existing_owner_api,A,适合通过既有 JSON API 按主任务重组进 TUI。,research.signals,alpha-trigger.trigger-list;alpha-trigger.trigger-active;alpha-trigger.candidate-list;alpha-trigger.candidate-actionable;alpha-trigger.candidate-watch-list,actionable-candidates,M2-alpha-trigger-read-w17,retain,/tui/?screen=research.signals&action=alpha-trigger.candidate-actionable,f05399dde14d93671e61e2c7ecf7b759acd4bfd5,e734b1c6ad07ac15148d8ff1bb018f3ef6de58d84fec42e45c488705e12973f9,schema=tui-metadata.v3;runtime=agomtui-runtime-0.2.0+9fdceb2691de;ia=2026-07-21,tests/unit/test_tui_workbench.py::test_tui_alpha_trigger_reads_publish_actionable_and_invalidation_first_contracts,tests/api/test_alpha_trigger_api_edges.py,frontend/tui-workbench/tests/workbench-browser.test.mjs (dashboard/filters/row detail),complete,Canonical P0 panel now uses curated actionable-candidate action,migrated,alpha_trigger,Codex M2 wave review,2026-07-26,,Classic page retained; authenticated reads replace repository-backed template aggregation.
apps/alpha_trigger/templates/alpha_trigger/performance.html,alpha_trigger/performance.html,route_page,alpha_trigger,af11abc75ab60f2dce82dee57181e23de7c27ea70b76e6620f8923caf439deef,alpha_trigger:performance,/alpha-triggers/performance/,apps.alpha_trigger.interface.views.alpha_trigger_performance_view,GET,apps/alpha_trigger/templates/alpha_trigger/performance.html,base.html,,,,,按窗口复核触发转化率与证伪率,authenticated,true,login_required,none_detected,,false,false,false,closed_existing_owner_api,A,适合通过既有只读统计 API 迁入 TUI。,research.signals,alpha-trigger.performance;alpha-trigger.trigger-statistics;alpha-trigger.candidate-statistics,,M2-alpha-trigger-read-w17,retain,/tui/?screen=research.signals&action=alpha-trigger.performance,f05399dde14d93671e61e2c7ecf7b759acd4bfd5,e734b1c6ad07ac15148d8ff1bb018f3ef6de58d84fec42e45c488705e12973f9,schema=tui-metadata.v3;runtime=agomtui-runtime-0.2.0+9fdceb2691de;ia=2026-07-21,tests/unit/test_tui_workbench.py::test_tui_alpha_trigger_reads_publish_actionable_and_invalidation_first_contracts,tests/api/test_alpha_trigger_api_edges.py,frontend/tui-workbench/tests/workbench-browser.test.mjs (window filter/datagrid),complete,Performance API remains pure read with stable days and trigger filters,migrated,alpha_trigger,Codex M2 wave review,2026-07-26,,Classic page retained; chart-free statistics use native datagrid/detail views.
apps/audit/templates/audit/attribution_detail.html,audit/attribution_detail.html,route_page,audit,a78504e57648094fd8cffec961eacd3fe7d13763bf7ce9e8ec21e16984f795a9,audit:report_detail,/audit/reports/<int:report_id>/,apps.audit.interface.views.AttributionDetailView,GET,apps/audit/templates/audit/attribution_detail.html,audit/base.html,components/classic_tui_migration_banner.html,,vendor/chartjs/chart.umd.min.js,,查看归因详情并比较各收益贡献,authenticated,true,login_required,none_detected,,true,false,false,closed,B,新增认证 detail+chart adapter并把小数收益统一投影为百分比柱状图。,execution.audit,audit.attribution-detail;audit.attribution-contribution-chart,,M4-audit-analytics-w43,redirect_to_tui,/tui/?screen=execution.audit&action=audit.attribution-detail,2f0e8cce24243ade60036cfd221c514cc2451bec,e734b1c6ad07ac15148d8ff1bb018f3ef6de58d84fec42e45c488705e12973f9,schema=tui-metadata.v3;runtime=agomtui-runtime-0.2.0+9fdceb2691de;ia=2026-07-21,tests/unit/test_tui_workbench.py::test_tui_audit_analytics_publish_chart_types_and_admin_mutations,tests/api/test_audit_api_edges.py,live-server detail/chart/empty/error UAT pending,complete,instrumented_awaiting_14d_production_samples,migrated,audit,Codex M4 review,2026-07-26,,apps/audit/interface/views.py:375
apps/audit/templates/audit/attribution_report.html,audit/attribution_report.html,route_page,audit,2b105e8d40da28c2fa0227bd348fe2f0fe93ee2236ed3f3cbf796a8036369d23,,,,unknown,apps/audit/templates/audit/attribution_report.html,audit/base.html,,,js/audit/attribution-charts.js;vendor/chartjs/chart.umd.min.js,,audit: attribution report,authenticated,true,audit.backend_authorization,none_detected,,true,true,false,not_applicable,D,"No view, route, include, task, or runtime consumer; attribution uses review/detail pages and JSON API.",,,,M0-D,remove_404,,d4d28e7168c83438eb708cddc4cf9e96ba616569,92acf9e42ffcf6b76af5abf368297407870159a66e53876855873e2efabb436c,schema=tui-metadata.v3;runtime=agomtui-runtime-0.2.0+40a52d5a5e8f;ia=2026-07-21,tests/unit/test_web_template_migration_inventory.py;tests/component/test_route_name_compatibility.py;tests/component/test_template_rendering.py,,,not_applicable,django_url_resolver_loader_origin_and_repository_reference_scan,deleted,audit,Codex M0-D evidence review,2026-07-26,,no_runtime_consumer;M0-D-2026-07-26
apps/audit/templates/audit/audit_page.html,audit/audit_page.html,route_page,audit,89b7556144810b6a3370369392c3a3f113572ab96d6ffe12fa199e7eba894fe3,,,,unknown,core/templates/audit/audit_page.html,audit/base.html,,,,,audit: audit page,authenticated,true,audit.backend_authorization,none_detected,,true,false,false,not_applicable,D,Django loader resolves to core/templates/audit/audit_page.html,,,,M0-D,remove_404,,d4d28e7168c83438eb708cddc4cf9e96ba616569,92acf9e42ffcf6b76af5abf368297407870159a66e53876855873e2efabb436c,schema=tui-metadata.v3;runtime=agomtui-runtime-0.2.0+40a52d5a5e8f;ia=2026-07-21,tests/unit/test_web_template_migration_inventory.py,,,not_applicable,django_loader_origin_and_repository_reference_scan,deleted,audit,Codex M0-D evidence review,2026-07-26,,loader_shadow_confirmed;no_direct_route;no_template_consumer;M0-D-2026-07-26
apps/audit/templates/audit/base.html,audit/base.html,layout,audit,c016af033d54f1788bba66297867bb0b49d654b8813f5d42c503936037b3ce2c,,,,unknown,apps/audit/templates/audit/base.html,base.html,,apps/audit/templates/audit/attribution_detail.html;apps/audit/templates/audit/indicator_performance.html;apps/audit/templates/audit/manual_trade_review.html;apps/audit/templates/audit/my_operation_logs.html;apps/audit/templates/audit/operation_logs_admin.html;apps/audit/templates/audit/report_list.html;apps/audit/templates/audit/review_page.html;apps/audit/templates/audit/threshold_validation.html,,,,authenticated,true,audit.backend_authorization,none_detected,,false,false,false,review_required,A,适合通过既有或补齐后的 JSON API 迁入 TUI。,execution.audit,,,M3,remove_with_consumer,,,e734b1c6ad07ac15148d8ff1bb018f3ef6de58d84fec42e45c488705e12973f9,schema=tui-metadata.v3;runtime=agomtui-runtime-0.2.0+9fdceb2691de;ia=2026-07-21,,,,not_started,,backlog,audit,Codex M0 inventory review,2026-07-26,,
apps/audit/templates/audit/decision_traces_admin.html,audit/decision_traces_admin.html,route_page,audit,0aa99d2eec4807d6bb780f269f30009b5a19572c9e9131bfbdb40bf1eaf3a6db,audit:decision_traces_admin,/audit/decision-traces/,apps.audit.interface.views.DecisionTracesAdminPageView,GET,apps/audit/templates/audit/decision_traces_admin.html,audit/my_decision_traces.html,,,,,查看全量 MCP 决策链并进入单次请求证据,admin,true,audit_admin,none_detected,,false,false,false,closed,A,复用既有管理员裁剪 API并发布列表与详情任务。,execution.audit,audit.decision-trace-list;audit.decision-trace-detail,,M3-audit-review-w41,redirect_to_tui,/tui/?screen=execution.audit&action=audit.decision-trace-list,5554caf11d80aa0fa13340d4e187946743659c1a,e734b1c6ad07ac15148d8ff1bb018f3ef6de58d84fec42e45c488705e12973f9,schema=tui-metadata.v3;runtime=agomtui-runtime-0.2.0+9fdceb2691de;ia=2026-07-21,tests/unit/test_tui_workbench.py::test_tui_audit_workbench_preserves_owner_scope_and_admin_evidence_actions,tests/api/test_audit_api_edges.py,live-server admin/owner/detail/error UAT pending,complete,instrumented_awaiting_14d_production_samples,migrated,audit,Codex M3 review,2026-07-26,,apps/audit/interface/views.py:475
